"subjectid" "activityname" "variable" "mean"
5 "WALKING" "tbodygyrojerkmagstd" -0.734187493344371
5 "WALKING" "fbodyaccmeanx" -0.55123770513245
5 "WALKING" "fbodyaccmeany" -0.440232431795033
5 "WALKING" "fbodyaccmeanz" -0.696171811490066
5 "WALKING" "fbodyaccstdx" -0.492829885748675
5 "WALKING" "fbodyaccstdy" -0.422162171100331
5 "WALKING" "fbodyaccstdz" -0.649351210748344
5 "WALKING" "fbodyaccmeanfreqx" -0.226370689942053
5 "WALKING" "fbodyaccmeanfreqy" 0.0748636861897351
5 "WALKING" "fbodyaccmeanfreqz" 0.0062663175707947
5 "WALKING" "fbodyaccjerkmeanx" -0.604769869438742
5 "WALKING" "fbodyaccjerkmeany" -0.550991969857417
5 "WALKING" "fbodyaccjerkmeanz" -0.768762357980132
5 "WALKING" "fbodyaccjerkstdx" -0.584013626983444
5 "WALKING" "fbodyaccjerkstdy" -0.491500434303907
5 "WALKING" "fbodyaccjerkstdz" -0.798835563807947
5 "WALKING" "fbodyaccjerkmeanfreqx" -0.10292084499106
5 "WALKING" "fbodyaccjerkmeanfreqy" -0.27429092242043
5 "WALKING" "fbodyaccjerkmeanfreqz" -0.163706246351656
5 "WALKING" "fbodygyromeanx" -0.632239300829801
5 "WALKING" "fbodygyromeany" -0.71706218781457
5 "WALKING" "fbodygyromeanz" -0.537329127293278
5 "WALKING" "fbodygyrostdx" -0.73573857718543
5 "WALKING" "fbodygyrostdy" -0.702290390960265
5 "WALKING" "fbodygyrostdz" -0.669353687483444
5 "WALKING" "fbodygyromeanfreqx" -0.0381646986649007
5 "WALKING" "fbodygyromeanfreqy" -0.0720666007195695
5 "WALKING" "fbodygyromeanfreqz" 0.0744028987918874
5 "WALKING" "fbodyaccmagmean" -0.528503022745033
5 "WALKING" "fbodyaccmagstd" -0.594259529756954
5 "WALKING" "fbodyaccmagmeanfreq" 0.0781455594845364
5 "WALKING" "fbodybodyaccjerkmagmean" -0.573176177044172
5 "WALKING" "fbodybodyaccjerkmagstd" -0.613485123609272
5 "WALKING" "fbodybodyaccjerkmagmeanfreq" 0.131619298935099
5 "WALKING" "fbodybodygyromagmean" -0.677355755703311
5 "WALKING" "fbodybodygyromagstd" -0.715731148145695
5 "WALKING" "fbodybodygyromagmeanfreq" 0.062219113935298
5 "WALKING" "fbodybodygyrojerkmagmean" -0.748829309536424
5 "WALKING" "fbodybodygyrojerkmagstd" -0.735610602483444
5 "WALKING" "fbodybodygyrojerkmagmeanfreq" 0.0307564556565894
6 "WALKING" "tbodyaccmeanx" 0.269434151902542
6 "WALKING" "tbodyaccmeany" -0.0163911123936864
6 "WALKING" "tbodyaccmeanz" -0.117900692084746
6 "WALKING" "tbodyaccstdx" -0.647669170333475
6 "WALKING" "tbodyaccstdy" -0.553142396078856
6 "WALKING" "tbodyaccstdz" -0.789845077542373
6 "WALKING" "tgravityaccmeanx" 0.670506153601695
6 "WALKING" "tgravityaccmeany" 0.0612321366461864
6 "WALKING" "tgravityaccmeanz" 0.0584702778558475
6 "WALKING" "tgravityaccstdx" -0.95651898940678
6 "WALKING" "tgravityaccstdy" -0.952613166822034
6 "WALKING" "tgravityaccstdz" -0.940646609533898
6 "WALKING" "tbodyaccjerkmeanx" 0.0866435091149576
6 "WALKING" "tbodyaccjerkmeany" 0.00183060788194915
6 "WALKING" "tbodyaccjerkmeanz" -0.000810930989618644
6 "WALKING" "tbodyaccjerkstdx" -0.667198721502542
6 "WALKING" "tbodyaccjerkstdy" -0.627357097410593
6 "WALKING" "tbodyaccjerkstdz" -0.871721440720339
6 "WALKING" "tbodygyromeanx" -0.0342840234147034
6 "WALKING" "tbodygyromeany" -0.0772570116263983
6 "WALKING" "tbodygyromeanz" 0.104308754638941
6 "WALKING" "tbodygyrostdx" -0.767068673052966
6 "WALKING" "tbodygyrostdy" -0.761438068516949
6 "WALKING" "tbodygyrostdz" -0.723490206153814
6 "WALKING" "tbodygyrojerkmeanx" -0.0919680285336017
6 "WALKING" "tbodygyrojerkmeany" -0.0437656755737288
6 "WALKING" "tbodygyrojerkmeanz" -0.0571513411507627
6 "WALKING" "tbodygyrojerkstdx" -0.739023005
6 "WALKING" "tbodygyrojerkstdy" -0.82004406309322
6 "WALKING" "tbodygyrojerkstdz" -0.70638507157161
6 "WALKING" "tbodyaccmagmean" -0.619147950475381
6 "WALKING" "tbodyaccmagstd" -0.626787109835169
6 "WALKING" "tgravityaccmagmean" -0.619147950475381
6 "WALKING" "tgravityaccmagstd" -0.626787109835169
6 "WALKING" "tbodyaccjerkmagmean" -0.701327652220339
6 "WALKING" "tbodyaccjerkmagstd" -0.659452354576271
6 "WALKING" "tbodygyromagmean" -0.690488145614407
6 "WALKING" "tbodygyromagstd" -0.722636443516102
6 "WALKING" "tbodygyrojerkmagmean" -0.780046966228814
6 "WALKING" "tbodygyrojerkmagstd" -0.79820274690678
6 "WALKING" "fbodyaccmeanx" -0.646620302652542
6 "WALKING" "fbodyaccmeany" -0.578355099619068
6 "WALKING" "fbodyaccmeanz" -0.814738365169491
6 "WALKING" "fbodyaccstdx" -0.649772161629703
6 "WALKING" "fbodyaccstdy" -0.568609162121059
6 "WALKING" "fbodyaccstdz" -0.793153623220339
6 "WALKING" "fbodyaccmeanfreqx" -0.139166303662712
6 "WALKING" "fbodyaccmeanfreqy" 0.0503880064949576
6 "WALKING" "fbodyaccmeanfreqz" 0.0484582531687712
6 "WALKING" "fbodyaccjerkmeanx" -0.677779817705085
6 "WALKING" "fbodyaccjerkmeany" -0.66059454675
6 "WALKING" "fbodyaccjerkmeanz" -0.859603672415254
6 "WALKING" "fbodyaccjerkstdx" -0.686677797992797
6 "WALKING" "fbodyaccjerkstdy" -0.616329704501695
6 "WALKING" "fbodyaccjerkstdz" -0.882511909533898
6 "WALKING" "fbodyaccjerkmeanfreqx" -0.0295118597032627
6 "WALKING" "fbodyaccjerkmeanfreqy" -0.269652390936441
6 "WALKING" "fbodyaccjerkmeanfreqz" -0.113908219869915
6 "WALKING" "fbodygyromeanx" -0.710060816508475
6 "WALKING" "fbodygyromeany" -0.761625061822034
6 "WALKING" "fbodygyromeanz" -0.668113881479237
6 "WALKING" "fbodygyrostdx" -0.786180311132627
6 "WALKING" "fbodygyrostdy" -0.76410811809322
6 "WALKING" "fbodygyrostdz" -0.770467456313559
6 "WALKING" "fbodygyromeanfreqx" -0.00638799606635593
6 "WALKING" "fbodygyromeanfreqy" -0.0908297418220339
6 "WALKING" "fbodygyromeanfreqz" 0.0389196627572034
6 "WALKING" "fbodyaccmagmean" -0.631495453982373
6 "WALKING" "fbodyaccmagstd" -0.682816079716102
6 "WALKING" "fbodyaccmagmeanfreq" 0.0867856673349576
6 "WALKING" "fbodybodyaccjerkmagmean" -0.652860664036017
6 "WALKING" "fbodybodyaccjerkmagstd" -0.669980860496186
6 "WALKING" "fbodybodyaccjerkmagmeanfreq" 0.12334013105
6 "WALKING" "fbodybodygyromagmean" -0.73860950399661
6 "WALKING" "fbodybodygyromagstd" -0.760907236300847
6 "WALKING" "fbodybodygyromagmeanfreq" 0.0355471964580509
6 "WALKING" "fbodybodygyrojerkmagmean" -0.802472022627119
6 "WALKING" "fbodybodygyrojerkmagstd" -0.807005713601695
6 "WALKING" "fbodybodygyrojerkmagmeanfreq" 0.0636448772440678
6 "WALKING_UPSTAIRS" "tbodyaccmeanx" 0.280179098426966
6 "WALKING_UPSTAIRS" "tbodyaccmeany" -0.0206949591117978
6 "WALKING_UPSTAIRS" "tbodyaccmeanz" -0.110940029325843
6 "WALKING_UPSTAIRS" "tbodyaccstdx" -0.127000600558652
6 "WALKING_UPSTAIRS" "tbodyaccstdy" 0.121465311011236
6 "WALKING_UPSTAIRS" "tbodyaccstdz" -0.361381608884045
6 "WALKING_UPSTAIRS" "tgravityaccmeanx" 0.736951892247191
6 "WALKING_UPSTAIRS" "tgravityaccmeany" -0.103190808202247
6 "WALKING_UPSTAIRS" "tgravityaccmeanz" 0.0184833048368539
6 "WALKING_UPSTAIRS" "tgravityaccstdx" -0.965208976741573
6 "WALKING_UPSTAIRS" "tgravityaccstdy" -0.946484614719101
6 "WALKING_UPSTAIRS" "tgravityaccstdz" -0.930654188651685
6 "WALKING_UPSTAIRS" "tbodyaccjerkmeanx" 0.0674351008988764
6 "WALKING_UPSTAIRS" "tbodyaccjerkmeany" -0.00310401228089888
6 "WALKING_UPSTAIRS" "tbodyaccjerkmeanz" -0.00609868840674157
6 "WALKING_UPSTAIRS" "tbodyaccjerkstdx" -0.171553961355056
6 "WALKING_UPSTAIRS" "tbodyaccjerkstdy" 0.00409088203382023
6 "WALKING_UPSTAIRS" "tbodyaccjerkstdz" -0.386900926617978
6 "WALKING_UPSTAIRS" "tbodygyromeanx" -0.067430938188764
6 "WALKING_UPSTAIRS" "tbodygyromeany" -0.0529948418524719
6 "WALKING_UPSTAIRS" "tbodygyromeanz" 0.0787625669280899
6 "WALKING_UPSTAIRS" "tbodygyrostdx" -0.35344952441573
6 "WALKING_UPSTAIRS" "tbodygyrostdy" -0.267781342044944
6 "WALKING_UPSTAIRS" "tbodygyrostdz" -0.272215022761798
6 "WALKING_UPSTAIRS" "tbodygyrojerkmeanx" -0.0589128557764045
6 "WALKING_UPSTAIRS" "tbodygyrojerkmeany" -0.0500700364842697
6 "WALKING_UPSTAIRS" "tbodygyrojerkmeanz" -0.0433103259283146
6 "WALKING_UPSTAIRS" "tbodygyrojerkstdx" -0.0342001184382022
6 "WALKING_UPSTAIRS" "tbodygyrojerkstdy" -0.300014548011236
6 "WALKING_UPSTAIRS" "tbodygyrojerkstdz" -0.0509923894251685
6 "WALKING_UPSTAIRS" "tbodyaccmagmean" -0.0554082692382022
6 "WALKING_UPSTAIRS" "tbodyaccmagstd" -0.104608866786517
6 "WALKING_UPSTAIRS" "tgravityaccmagmean" -0.0554082692382022
6 "WALKING_UPSTAIRS" "tgravityaccmagstd" -0.104608866786517
6 "WALKING_UPSTAIRS" "tbodyaccjerkmagmean" -0.153888888820225
6 "WALKING_UPSTAIRS" "tbodyaccjerkmagstd" -0.0879004446179775
6 "WALKING_UPSTAIRS" "tbodygyromagmean" -0.175624994910562
6 "WALKING_UPSTAIRS" "tbodygyromagstd" -0.201180788774157
6 "WALKING_UPSTAIRS" "tbodygyrojerkmagmean" -0.202676039247191
6 "WALKING_UPSTAIRS" "tbodygyrojerkmagstd" -0.23683550005236
6 "WALKING_UPSTAIRS" "fbodyaccmeanx" -0.133757972988764
6 "WALKING_UPSTAIRS" "fbodyaccmeany" 0.102003878820225
6 "WALKING_UPSTAIRS" "fbodyaccmeanz" -0.336322224157303
6 "WALKING_UPSTAIRS" "fbodyaccstdx" -0.127245614919101
6 "WALKING_UPSTAIRS" "fbodyaccstdy" 0.0592301040449438
6 "WALKING_UPSTAIRS" "fbodyaccstdz" -0.432409407539326
6 "WALKING_UPSTAIRS" "fbodyaccmeanfreqx" -0.330407854494382
6 "WALKING_UPSTAIRS" "fbodyaccmeanfreqy" 0.0818782474368539
6 "WALKING_UPSTAIRS" "fbodyaccmeanfreqz" 0.284312710910112
6 "WALKING_UPSTAIRS" "fbodyaccjerkmeanx" -0.2089562025
6 "WALKING_UPSTAIRS" "fbodyaccjerkmeany" -0.0871500384348315
6 "WALKING_UPSTAIRS" "fbodyaccjerkmeanz" -0.352981568269663
6 "WALKING_UPSTAIRS" "fbodyaccjerkstdx" -0.207095971672
6 "WALKING_UPSTAIRS" "fbodyaccjerkstdy" 0.0354678201573034
6 "WALKING_UPSTAIRS" "fbodyaccjerkstdz" -0.419621473955056
6 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqx" -0.270896174822472
6 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqy" -0.400274190841573
6 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqz" -0.0656116522338202
6 "WALKING_UPSTAIRS" "fbodygyromeanx" -0.0788327637831461
6 "WALKING_UPSTAIRS" "fbodygyromeany" -0.248795741449438
6 "WALKING_UPSTAIRS" "fbodygyromeanz" -0.0819830495561798
6 "WALKING_UPSTAIRS" "fbodygyrostdx" -0.445412804202247
6 "WALKING_UPSTAIRS" "fbodygyrostdy" -0.28620515505618
6 "WALKING_UPSTAIRS" "fbodygyrostdz" -0.414621153179775
6 "WALKING_UPSTAIRS" "fbodygyromeanfreqx" 0.1225045045
6 "WALKING_UPSTAIRS" "fbodygyromeanfreqy" 0.0845962063707865
6 "WALKING_UPSTAIRS" "fbodygyromeanfreqz" 0.265781058932584
6 "WALKING_UPSTAIRS" "fbodyaccmagmean" -0.0562800368966292
6 "WALKING_UPSTAIRS" "fbodyaccmagstd" -0.274171341966292
6 "WALKING_UPSTAIRS" "fbodyaccmagmeanfreq" 0.143609598123595
6 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmean" -0.0759734389325843
6 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagstd" -0.11028850707236
6 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmeanfreq" -0.0235437494146067
6 "WALKING_UPSTAIRS" "fbodybodygyromagmean" -0.156240715516854
6 "WALKING_UPSTAIRS" "fbodybodygyromagstd" -0.382816980159551
6 "WALKING_UPSTAIRS" "fbodybodygyromagmeanfreq" 0.286221526499775
6 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmean" -0.252582563561798
6 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagstd" -0.270829337453146
6 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmeanfreq" 0.130006026935955
7 "WALKING_UPSTAIRS" "tbodyaccmeanx" 0.270211697814935
7 "WALKING_UPSTAIRS" "tbodyaccmeany" -0.0187904887668182
7 "WALKING_UPSTAIRS" "tbodyaccmeanz" -0.112492375388312
7 "WALKING_UPSTAIRS" "tbodyaccstdx" -0.577518324748052
7 "WALKING_UPSTAIRS" "tbodyaccstdy" -0.546403365345779
7 "WALKING_UPSTAIRS" "tbodyaccstdz" -0.456473642256981
7 "WALKING_UPSTAIRS" "tgravityaccmeanx" 0.681289120844156
7 "WALKING_UPSTAIRS" "tgravityaccmeany" -0.0420221452496753
7 "WALKING_UPSTAIRS" "tgravityaccmeanz" 0.0342160711928604
7 "WALKING_UPSTAIRS" "tgravityaccstdx" -0.956538178587662
7 "WALKING_UPSTAIRS" "tgravityaccstdy" -0.955312554090909
7 "WALKING_UPSTAIRS" "tgravityaccstdz" -0.923304724090909
7 "WALKING_UPSTAIRS" "tbodyaccjerkmeanx" 0.0831829573168831
7 "WALKING_UPSTAIRS" "tbodyaccjerkmeany" 0.00760909767418831
7 "WALKING_UPSTAIRS" "tbodyaccjerkmeanz" -0.00791725696048701
7 "WALKING_UPSTAIRS" "tbodyaccjerkstdx" -0.615131377408279
7 "WALKING_UPSTAIRS" "tbodyaccjerkstdy" -0.622997416262013
7 "WALKING_UPSTAIRS" "tbodyaccjerkstdz" -0.664336860544416
7 "WALKING_UPSTAIRS" "tbodygyromeanx" -0.0518716929407792
7 "WALKING_UPSTAIRS" "tbodygyromeany" -0.0646077113078896
7 "WALKING_UPSTAIRS" "tbodygyromeanz" 0.0977671721406169
7 "WALKING_UPSTAIRS" "tbodygyrostdx" -0.687155474097403
7 "WALKING_UPSTAIRS" "tbodygyrostdy" -0.652408657909091
7 "WALKING_UPSTAIRS" "tbodygyrostdz" -0.663340760331169
7 "WALKING_UPSTAIRS" "tbodygyrojerkmeanx" -0.0942037376182662
7 "WALKING_UPSTAIRS" "tbodygyrojerkmeany" -0.0414401406082792
7 "WALKING_UPSTAIRS" "tbodygyrojerkmeanz" -0.0610307928148701
7 "WALKING_UPSTAIRS" "tbodygyrojerkstdx" -0.701731200484416
7 "WALKING_UPSTAIRS" "tbodygyrojerkstdy" -0.674920114957468
7 "WALKING_UPSTAIRS" "tbodygyrojerkstdz" -0.750808705594156
7 "WALKING_UPSTAIRS" "tbodyaccmagmean" -0.511312036747403
7 "WALKING_UPSTAIRS" "tbodyaccmagstd" -0.510669879158539
7 "WALKING_UPSTAIRS" "tgravityaccmagmean" -0.511312036747403
7 "WALKING_UPSTAIRS" "tgravityaccmagstd" -0.510669879158539
7 "WALKING_UPSTAIRS" "tbodyaccjerkmagmean" -0.622815767680292
7 "WALKING_UPSTAIRS" "tbodyaccjerkmagstd" -0.550560230585714
7 "WALKING_UPSTAIRS" "tbodygyromagmean" -0.581899897967532
7 "WALKING_UPSTAIRS" "tbodygyromagstd" -0.598670795839286
7 "WALKING_UPSTAIRS" "tbodygyrojerkmagmean" -0.713191348337662
7 "WALKING_UPSTAIRS" "tbodygyrojerkmagstd" -0.658017844948377
7 "WALKING_UPSTAIRS" "fbodyaccmeanx" -0.593011288564935
7 "WALKING_UPSTAIRS" "fbodyaccmeany" -0.563547785174026
7 "WALKING_UPSTAIRS" "fbodyaccmeanz" -0.531005941495552
7 "WALKING_UPSTAIRS" "fbodyaccstdx" -0.572347541484091
7 "WALKING_UPSTAIRS" "fbodyaccstdy" -0.567046977262987
7 "WALKING_UPSTAIRS" "fbodyaccstdz" -0.460792123277305
7 "WALKING_UPSTAIRS" "fbodyaccmeanfreqx" -0.311790512382468
7 "WALKING_UPSTAIRS" "fbodyaccmeanfreqy" -0.0300713296399351
7 "WALKING_UPSTAIRS" "fbodyaccmeanfreqz" 0.0146620852844481
7 "WALKING_UPSTAIRS" "fbodyaccjerkmeanx" -0.637521940243831
7 "WALKING_UPSTAIRS" "fbodyaccjerkmeany" -0.641687333850227
7 "WALKING_UPSTAIRS" "fbodyaccjerkmeanz" -0.642515716574286
7 "WALKING_UPSTAIRS" "fbodyaccjerkstdx" -0.626785744584416
7 "WALKING_UPSTAIRS" "fbodyaccjerkstdy" -0.62853163071948
7 "WALKING_UPSTAIRS" "fbodyaccjerkstdz" -0.684856438953896
7 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqx" -0.11978430017462
7 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqy" -0.239501714015909
7 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqz" -0.220260861049058
7 "WALKING_UPSTAIRS" "fbodygyromeanx" -0.643767578493507
7 "WALKING_UPSTAIRS" "fbodygyromeany" -0.630419275006169
7 "WALKING_UPSTAIRS" "fbodygyromeanz" -0.655083354905844
7 "WALKING_UPSTAIRS" "fbodygyrostdx" -0.703883646896104
7 "WALKING_UPSTAIRS" "fbodygyrostdy" -0.671161922837662
7 "WALKING_UPSTAIRS" "fbodygyrostdz" -0.698949518905844
7 "WALKING_UPSTAIRS" "fbodygyromeanfreqx" -0.134491772785779
7 "WALKING_UPSTAIRS" "fbodygyromeanfreqy" -0.103884514547565
7 "WALKING_UPSTAIRS" "fbodygyromeanfreqz" -0.0863412384825
7 "WALKING_UPSTAIRS" "fbodyaccmagmean" -0.518323878824675
7 "WALKING_UPSTAIRS" "fbodyaccmagstd" -0.583819796092208
7 "WALKING_UPSTAIRS" "fbodyaccmagmeanfreq" -0.0106873745212792
7 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmean" -0.553360009658182
7 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagstd" -0.550683254908442
7 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmeanfreq" 0.108695730522532
7 "WALKING_UPSTAIRS" "fbodybodygyromagmean" -0.628877272791136
7 "WALKING_UPSTAIRS" "fbodybodygyromagstd" -0.650923648207792
7 "WALKING_UPSTAIRS" "fbodybodygyromagmeanfreq" -0.0352276334005552
7 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmean" -0.668879188156396
7 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagstd" -0.668963362464935
7 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmeanfreq" 0.0631920436939935
8 "WALKING_UPSTAIRS" "tbodyaccmeanx" 0.270759063295374
8 "WALKING_UPSTAIRS" "tbodyaccmeany" -0.0181894974688612
8 "WALKING_UPSTAIRS" "tbodyaccmeanz" -0.106809623683986
8 "WALKING_UPSTAIRS" "tbodyaccstdx" -0.582958863017438
8 "WALKING_UPSTAIRS" "tbodyaccstdy" -0.349383732046263
8 "WALKING_UPSTAIRS" "tbodyaccstdz" -0.499472687913167
8 "WALKING_UPSTAIRS" "tgravityaccmeanx" 0.647498175409253
8 "WALKING_UPSTAIRS" "tgravityaccmeany" 0.0303211113118861
8 "WALKING_UPSTAIRS" "tgravityaccmeanz" 0.0836542406807936
8 "WALKING_UPSTAIRS" "tgravityaccstdx" -0.954256666035587
8 "WALKING_UPSTAIRS" "tgravityaccstdy" -0.94844645047331
8 "WALKING_UPSTAIRS" "tgravityaccstdz" -0.923180663601423
8 "WALKING_UPSTAIRS" "tbodyaccjerkmeanx" 0.084215745375516
8 "WALKING_UPSTAIRS" "tbodyaccjerkmeany" 0.000860301581786477
8 "WALKING_UPSTAIRS" "tbodyaccjerkmeanz" -0.0196719912994306
8 "WALKING_UPSTAIRS" "tbodyaccjerkstdx" -0.575993073911744
8 "WALKING_UPSTAIRS" "tbodyaccjerkstdy" -0.458724925167972
8 "WALKING_UPSTAIRS" "tbodyaccjerkstdz" -0.66835678475516
8 "WALKING_UPSTAIRS" "tbodygyromeanx" 0.00359053897160142
8 "WALKING_UPSTAIRS" "tbodygyromeany" -0.091077509832669
8 "WALKING_UPSTAIRS" "tbodygyromeanz" 0.0640867611561922
8 "WALKING_UPSTAIRS" "tbodygyrostdx" -0.656219242281851
8 "WALKING_UPSTAIRS" "tbodygyrostdy" -0.570941237019217
8 "WALKING_UPSTAIRS" "tbodygyrostdz" -0.511392038012811
8 "WALKING_UPSTAIRS" "tbodygyrojerkmeanx" -0.104969855200356
8 "WALKING_UPSTAIRS" "tbodygyrojerkmeany" -0.0400922240331673
8 "WALKING_UPSTAIRS" "tbodygyrojerkmeanz" -0.0582887148366548
8 "WALKING_UPSTAIRS" "tbodygyrojerkstdx" -0.674984452240214
8 "WALKING_UPSTAIRS" "tbodygyrojerkstdy" -0.683086930288968
8 "WALKING_UPSTAIRS" "tbodygyrojerkstdz" -0.695970301754448
8 "WALKING_UPSTAIRS" "tbodyaccmagmean" -0.468522592843416
8 "WALKING_UPSTAIRS" "tbodyaccmagstd" -0.554038979266192
8 "WALKING_UPSTAIRS" "tgravityaccmagmean" -0.468522592843416
8 "WALKING_UPSTAIRS" "tgravityaccmagstd" -0.554038979266192
8 "WALKING_UPSTAIRS" "tbodyaccjerkmagmean" -0.534248616612028
8 "WALKING_UPSTAIRS" "tbodyaccjerkmagstd" -0.564471999961566
8 "WALKING_UPSTAIRS" "tbodygyromagmean" -0.476214943826192
8 "WALKING_UPSTAIRS" "tbodygyromagstd" -0.581422885341281
8 "WALKING_UPSTAIRS" "tbodygyrojerkmagmean" -0.673625525658363
8 "WALKING_UPSTAIRS" "tbodygyrojerkmagstd" -0.715838385516014
8 "WALKING_UPSTAIRS" "fbodyaccmeanx" -0.581831414648399
8 "WALKING_UPSTAIRS" "fbodyaccmeany" -0.374944236206406
8 "WALKING_UPSTAIRS" "fbodyaccmeanz" -0.550979388719929
8 "WALKING_UPSTAIRS" "fbodyaccstdx" -0.585343460535587
8 "WALKING_UPSTAIRS" "fbodyaccstdy" -0.378656458967972
8 "WALKING_UPSTAIRS" "fbodyaccstdz" -0.513206312959075
8 "WALKING_UPSTAIRS" "fbodyaccmeanfreqx" -0.216022261686477
8 "WALKING_UPSTAIRS" "fbodyaccmeanfreqy" 0.0263297524124555
8 "WALKING_UPSTAIRS" "fbodyaccmeanfreqz" 0.0913951982033452
8 "WALKING_UPSTAIRS" "fbodyaccjerkmeanx" -0.59163500910605
8 "WALKING_UPSTAIRS" "fbodyaccjerkmeany" -0.495906215569395
8 "WALKING_UPSTAIRS" "fbodyaccjerkmeanz" -0.644285802406762
8 "WALKING_UPSTAIRS" "fbodyaccjerkstdx" -0.598546245236655
8 "WALKING_UPSTAIRS" "fbodyaccjerkstdy" -0.45636839585694
8 "WALKING_UPSTAIRS" "fbodyaccjerkstdz" -0.691480916950178
8 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqx" 0.0212336768810676
8 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqy" -0.169061574411388
8 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqz" -0.0826086104950178
8 "WALKING_UPSTAIRS" "fbodygyromeanx" -0.601382421248399
8 "WALKING_UPSTAIRS" "fbodygyromeany" -0.575938482711388
8 "WALKING_UPSTAIRS" "fbodygyromeanz" -0.525562919047438
8 "WALKING_UPSTAIRS" "fbodygyrostdx" -0.675275353078292
8 "WALKING_UPSTAIRS" "fbodygyrostdy" -0.573087292172598
8 "WALKING_UPSTAIRS" "fbodygyrostdz" -0.553968587869751
8 "WALKING_UPSTAIRS" "fbodygyromeanfreqx" -0.117102793715658
8 "WALKING_UPSTAIRS" "fbodygyromeanfreqy" -0.153879695796192
8 "WALKING_UPSTAIRS" "fbodygyromeanfreqz" -0.0430258806635231
8 "WALKING_UPSTAIRS" "fbodyaccmagmean" -0.512106792856939
8 "WALKING_UPSTAIRS" "fbodyaccmagstd" -0.651638076286121
8 "WALKING_UPSTAIRS" "fbodyaccmagmeanfreq" 0.146541439681957
8 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmean" -0.529244911130605
8 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagstd" -0.618027414911032
8 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmeanfreq" 0.271528870278648
8 "WALKING_UPSTAIRS" "fbodybodygyromagmean" -0.609984289180071
8 "WALKING_UPSTAIRS" "fbodybodygyromagstd" -0.636673891144128
8 "WALKING_UPSTAIRS" "fbodybodygyromagmeanfreq" -0.0232241525951918
8 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmean" -0.70215621546726
8 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagstd" -0.755717299964413
8 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmeanfreq" 0.223748693337011
9 "WALKING_UPSTAIRS" "tbodyaccmeanx" 0.270313841621528
9 "WALKING_UPSTAIRS" "tbodyaccmeany" -0.0209466555412396
9 "WALKING_UPSTAIRS" "tbodyaccmeanz" -0.101233826213889
9 "WALKING_UPSTAIRS" "tbodyaccstdx" -0.555656544538194
9 "WALKING_UPSTAIRS" "tbodyaccstdy" -0.5758878952125
9 "WALKING_UPSTAIRS" "tbodyaccstdz" -0.506111776081806
9 "WALKING_UPSTAIRS" "tgravityaccmeanx" 0.670845545555556
9 "WALKING_UPSTAIRS" "tgravityaccmeany" -0.0467446999509028
9 "WALKING_UPSTAIRS" "tgravityaccmeanz" 0.104353653032743
9 "WALKING_UPSTAIRS" "tgravityaccstdx" -0.958784666180556
9 "WALKING_UPSTAIRS" "tgravityaccstdy" -0.949938115208333
9 "WALKING_UPSTAIRS" "tgravityaccstdz" -0.920554317815972
9 "WALKING_UPSTAIRS" "tbodyaccjerkmeanx" 0.0840171430291667
9 "WALKING_UPSTAIRS" "tbodyaccjerkmeany" 0.00678485848399306
9 "WALKING_UPSTAIRS" "tbodyaccjerkmeanz" -0.00102998088194444
9 "WALKING_UPSTAIRS" "tbodyaccjerkstdx" -0.578305161360069
9 "WALKING_UPSTAIRS" "tbodyaccjerkstdy" -0.678923872274306
9 "WALKING_UPSTAIRS" "tbodyaccjerkstdz" -0.721610094569444
9 "WALKING_UPSTAIRS" "tbodygyromeanx" -0.0701318154561458
9 "WALKING_UPSTAIRS" "tbodygyromeany" -0.0729884312991667
9 "WALKING_UPSTAIRS" "tbodygyromeanz" 0.109092913237986
9 "WALKING_UPSTAIRS" "tbodygyrostdx" -0.676452392569444
9 "WALKING_UPSTAIRS" "tbodygyrostdy" -0.670498220701389
9 "WALKING_UPSTAIRS" "tbodygyrostdz" -0.587557692291458
